type,sender,to,approveAmount,transferAmount,transferFromAmount,oldApproveState,newApproveState,oldBalanceState,newBalanceState,success
approve,0x4f24351baaae65b10c28e1825ff88fb41a47b8b8,0x18f6558f15156c6f0d1cfb5a6e16beb552a1cdf6,5750000000.0,0,0,9280000000.0,15030000000.0,8625000000.0,8625000000.0,True
approve,0xcbac059bb0185994e2ca52f7c6cf1361cccbe4ed,0xf90ff6564c5609942658e25f409f08b08c71878a,5080000000.0,0,0,9670000000.0,14750000000.0,7620000000.0,7620000000.0,True
transfer,0x8c5517b53da4242a8564f0a15c39921d6be5bec6,0xe43c8731b3194f7d67b6ce1e3def67a29032e865,0,1080000000.0,0,5410000000.0,5410000000.0,1620000000.0,540000000.0,True
transferFrom,0x19f5bf25a80f37fbe63890c4161f69bbb6d3842f,0x6617cf9ea510a6de856520c5bc90beef496fffc9,0,0,6950000000.0,5330000000.0,5330000000.0,10425000000.0,10425000000.0,False
transferFrom,0x174a20429368a9809d22075526fb0f4692c67833,0xd95919937849ad05766b4367807da45df63e2107,0,0,590000000.0,590000000.0,0.0,885000000.0,295000000.0,True
transfer,0xb784add13be020b4048c4e0d00e306eae4c456ef,0x0170bb88584ba34af9749ad3a3a951dff771d58d,0,7980000000.0,0,6060000000.0,6060000000.0,11970000000.0,3990000000.0,True
approve,0xd31f383c472fce03d3c6329f55f147491eda8010,0xc0565c13861b87506316de4b93a389e8556075cd,7140000000.0,0,0,9340000000.0,16480000000.0,10710000000.0,10710000000.0,True
transfer,0x9490a7e058c19064a314c8044d421acb38da5ff3,0x08147741afb2ed79ee32646de9d7f07420e8c4d4,0,4320000000.0,0,8920000000.0,8920000000.0,6480000000.0,2160000000.0,True
approve,0xa54882b822a83419ee5eee33b9b5d2b9a32fd771,0x834818f57fef9bf426cf560d1efed16fe720003e,3620000000.0,0,0,5550000000.0,9170000000.0,5430000000.0,5430000000.0,True
transferFrom,0x717797ea24ba99b4aafab8c0d0f79c06e8dec2d7,0xe56d7881b8057a03af6e3f0a33fa05e4bbc0de26,0,0,5710000000.0,8220000000.0,2510000000.0,8565000000.0,2855000000.0,True
approve,0xc4c2110ab45db125f7ee344474a1c63fd5522148,0xc9a1971bc7f7f989f4c1888b4988f4e9e46c69f6,9910000000.0,0,0,8790000000.0,18700000000.0,14865000000.0,14865000000.0,True
transfer,0xbe9ec658350ba23a0e3af763ec667726bc226f02,0xb9ba9f4f6ff547e0612a55bca2e483b3ca873791,0,7300000000.0,0,5230000000.0,5230000000.0,10950000000.0,10950000000.0,True
transferFrom,0x8ed0fb588186b9ae7253f700c7f97f5e48c46983,0xcef9770b367559cdb78e0b62787221c23d1d675d,0,0,1960000000.0,5240000000.0,3280000000.0,2940000000.0,980000000.0,True
transfer,0x0e12db47318d4e0a825e26c0e2ac8daf591919fe,0x90cb1e75d676df57572158cbc29efb8eeea4c36a,0,680000000.0,0,6130000000.0,6130000000.0,1020000000.0,340000000.0,True
transferFrom,0xfe2f05ed708050e09eb0c645ccc2e689debcc4d6,0xf939938bc122df40d50c3ad3f86d68f5ac4c996a,0,0,9410000000.0,7380000000.0,7380000000.0,14115000000.0,14115000000.0,False
transfer,0x3976b07a6a7f88dd38212c7a20d02b0d1e948ad1,0x64635893fbf4e5235b59ddf502abcd1781eeee3b,0,3100000000.0,0,7200000000.0,7200000000.0,4650000000.0,1550000000.0,True
transferFrom,0x89154d633cd408702dc53af5ffea8daaf48dd0f9,0xea01fe9e2b5ee82cbde7cdaba62bac42c9696fd0,0,0,100000000.0,6330000000.0,6230000000.0,150000000.0,50000000.0,True
transferFrom,0xe37a0630499a15ddbec16495d46bab7f9ccc3bd6,0x1aa1686a3682cc267fabdf327a4bcbe8a2a94229,0,0,3770000000.0,5150000000.0,1380000000.0,5655000000.0,1885000000.0,True
transfer,0x643b861aaff944ff0aa0701acfa3de70f47c3a6f,0x579def5a1a572cd3239f0c8928f258fa8c98f255,0,7740000000.0,0,9640000000.0,9640000000.0,11610000000.0,3870000000.0,True
approve,0x682990a0fef4738ea5a66a4239d6970e4396f011,0xef5cd680df1b3ab47ef5764f4dc408241975e69a,5780000000.0,0,0,8280000000.0,14060000000.0,8670000000.0,8670000000.0,True
transferFrom,0xd0244bd5dfdce882b1d038cd9c4522f93ee4da01,0xa531aa6282ffd00ad0fe36a9e1b6ed5662f31aab,0,0,2410000000.0,8860000000.0,6450000000.0,3615000000.0,1205000000.0,True
approve,0x41a2dab063729d94cd9fcc07f737bb5d1e67145a,0xc9c904ed0d717b361edd519e0f135a76968eeb08,1700000000.0,0,0,7710000000.0,9410000000.0,2550000000.0,2550000000.0,True
approve,0x6574b3c6c5d1136e3e9f4086f6dccf5350b3ad6e,0xf947cd6ce00e74811a6ebe10346ea5b8e63701a1,7230000000.0,0,0,6580000000.0,13810000000.0,10845000000.0,10845000000.0,True
transferFrom,0xba5e9ad613e89727ac5d35eb153d221c909d029e,0x58ffc8e6bb965e8dfc2c16277107ff0b6b18b92f,0,0,6730000000.0,7000000000.0,7000000000.0,10095000000.0,10095000000.0,False
transferFrom,0x7eac0d326bcbec727f95fc0e81a5c61cd6d6beb9,0xc9dfa158894f48134e6c94524a3d2ef069fa6ecd,0,0,670000000.0,9870000000.0,9200000000.0,1005000000.0,335000000.0,True
transfer,0xdf0a8219e3e5e474822150ac61a8cf72ab738cbf,0xdadd1c2ec17bc9e51206c6edbe37be4737711fdd,0,1600000000.0,0,6710000000.0,6710000000.0,2400000000.0,800000000.0,True
transfer,0xb89c1a57a9822951ec63cdec6afb046531d0d2cb,0xa56880d5a0f1048f75e9a72f6b071a6ce6ca83cc,0,6400000000.0,0,9470000000.0,9470000000.0,9600000000.0,3200000000.0,True
transfer,0x3471cd18b86442e8e42bbd3472741c850ec1d80c,0x067200f5dc273064eb629112650e6f845974dd78,0,2010000000.0,0,2010000000.0,2010000000.0,3015000000.0,1005000000.0,True
transferFrom,0x7a370acd68805022de08e51df9c9ba7b31ffff0a,0xd308b59931ecc50863b54878e86c24110cb8d6cf,0,0,4590000000.0,9750000000.0,5160000000.0,6885000000.0,2295000000.0,True
transferFrom,0x7b832cc726c9d9f57bc5ba43ff93b94058b9b65f,0x3f106edcf3449cb4078199d7720cb78d7b752139,0,0,20000000.0,5380000000.0,5360000000.0,30000000.0,10000000.0,True
transfer,0x87aa6f20187da81074fa80dffe90057be8b7a54b,0xa0946546312cb8eee49175223baea158e20b2fed,0,1790000000.0,0,9760000000.0,9760000000.0,2685000000.0,895000000.0,True
approve,0x776659e1dbc60efc10bcc70dd665dd0b5031b21c,0xa035ead3bdc359087486601375d398fa85edf676,4780000000.0,0,0,5930000000.0,10710000000.0,7170000000.0,7170000000.0,True
transferFrom,0x9b4f1b2348d6faa4f74ec634a918763e732648eb,0x318b69ee9c2905a77c09b83c6cf112d4fd1bf65a,0,0,6440000000.0,8620000000.0,8620000000.0,9660000000.0,9660000000.0,False
approve,0xbfb14f094bf6009d7e42fcfee924b90dfa93e576,0x78cb64bbb23bce0eb4ee0a03c89d55d000056faf,8990000000.0,0,0,9850000000.0,18840000000.0,13485000000.0,13485000000.0,True
transfer,0x2c36b9718dc8953f41f0dbfa6c9888c3e8e5bf77,0x8e02cf5b0b69d79e33bcc166e23bb58f91ada1f7,0,3940000000.0,0,7450000000.0,7450000000.0,5910000000.0,1970000000.0,True
transfer,0x2270f989a3dc5ac876834446987deca932336fcf,0x7835a5d0c1118132da765e34a4edaae58461b167,0,5580000000.0,0,7020000000.0,7020000000.0,8370000000.0,2790000000.0,True
transfer,0x3fe62592ff8c7ea9518b67302f94c924ce36c888,0x5d26db21592dfc9562fe8cd182423532f48fa82b,0,580000000.0,0,8890000000.0,8890000000.0,870000000.0,290000000.0,True
transfer,0x802075a330f1243b85dec7136dd7468122a3a3bb,0x744c3f326f5cd7541ca963f4747e81221d856c38,0,4040000000.0,0,8520000000.0,8520000000.0,6060000000.0,2020000000.0,True
transferFrom,0xf0e9cf211b5480c6d815348d7886e25413972233,0x56cd8495d0a475bfd350137f410ad5b835970160,0,0,4480000000.0,6820000000.0,2340000000.0,6720000000.0,2240000000.0,True
transfer,0xfcb6a95bca0d0828e0754a24e528a4ff164d1c18,0xfea6e67994116fcae83cc016b12b13a2ee4e252d,0,5400000000.0,0,7070000000.0,7070000000.0,8100000000.0,2700000000.0,True
transfer,0xd6332377faa7dcc17e07134b43fa0c7899c5aca4,0x1a067c9608a9b038687c0eaeee142540f1a278bc,0,1480000000.0,0,5290000000.0,5290000000.0,2220000000.0,740000000.0,True
transferFrom,0xdf127bd57a54d0d2306b4d8c5adac30164e3c6f8,0xf8211bf708dff2969031761ac7cb8097a02f54fd,0,0,8450000000.0,8260000000.0,8260000000.0,12675000000.0,12675000000.0,False
approve,0xd162eb64b8ad34c3f350c6ab3e16c9b296880b63,0xd8bf06a620e57f0615a0959225e9d780e614c435,1760000000.0,0,0,6930000000.0,8690000000.0,2640000000.0,2640000000.0,True
approve,0xc26f08f43ea95f19c5ec4a63b1e3338bcd4dff22,0x2ce2efe76e0c46ac11afa9582f64ce13460c4ba0,6640000000.0,0,0,5900000000.0,12540000000.0,9960000000.0,9960000000.0,True
transferFrom,0x2535af65a55f998e7a194266aeafe9d3046f35b7,0x596969c121fe9bae3d21e1d37bc783191a5a98fe,0,0,4000000000.0,9560000000.0,5560000000.0,6000000000.0,2000000000.0,True
approve,0x52b80874ce5d48a45205b5152d0c5002c91063c8,0xbace46aa0f119c5d2699fab73c8906102c043b31,8570000000.0,0,0,8650000000.0,17220000000.0,12855000000.0,12855000000.0,True
transferFrom,0xf6d1dadbc17732198be856956dc2f3da1db52b1c,0xa44cc979d07b6db6fdcb061ce49862b157dd9943,0,0,750000000.0,9830000000.0,9080000000.0,1125000000.0,375000000.0,True
approve,0xc5dda940d91e412ba7b8d873311be58af86f0aa4,0xe344c091da0c17f33c3b202784d8708eddfc6fd7,4890000000.0,0,0,5810000000.0,10700000000.0,7335000000.0,7335000000.0,True
transfer,0xf8d498ef6ccaf14af8cd830f03a7fa8fe50391a9,0x11581c277d13fe09552cd46a9317182ea650ae5b,0,3290000000.0,0,6530000000.0,6530000000.0,4935000000.0,1645000000.0,True
transferFrom,0xff4492a5b44ed402282bf252febaf246b5e0105d,0xbb325bfa3b099f0a92d841b12d8c1ad6ebf61679,0,0,750000000.0,6170000000.0,5420000000.0,1125000000.0,375000000.0,True
approve,0x565d96b37ea0b99da5a01c306f5dfeb967b62727,0x2960245860d3ceb9602f0a012364b258848e7b30,760000000.0,0,0,760000000.0,1520000000.0,1140000000.0,1140000000.0,True
transfer,0x0a60c372a525b2a3fb02e7180b43b38d1ce7c47b,0x8953648a49aab87778321c0385b15d9c06efa92e,0,2500000000.0,0,6580000000.0,6580000000.0,3750000000.0,1250000000.0,True
transfer,0x464286f0e882e2aece02fc1f0eb7fb88305e7e98,0x945088cad009514170d7dba6e6e7ecc2880a471c,0,8980000000.0,0,9880000000.0,9880000000.0,13470000000.0,13470000000.0,True
transfer,0x505e052d4b8555548e536a7d05d47bc709e7728a,0x920a8dce480399dc8d6cf7ea6c98920fdeb2e446,0,3180000000.0,0,9830000000.0,9830000000.0,4770000000.0,1590000000.0,True
approve,0xe240954d76469c35844e8e4b355e2245ee3725cf,0xa291f2f4f64270ada42fbce44898a537177a85bf,5510000000.0,0,0,7910000000.0,13420000000.0,8265000000.0,8265000000.0,True
transferFrom,0xf7edab71ea35a68e986e7caa6748d4dba9371c70,0xd3815e72efc26006f5ded837f3415bf4cc73b0f3,0,0,8240000000.0,6940000000.0,6940000000.0,12360000000.0,12360000000.0,False
transfer,0xc163d8cf7b569502cfe754a4d4b55b0a1c7f862e,0xbbb4c69f736d0e5a7bcecdc5f81b34acf2bb10fd,0,4270000000.0,0,9290000000.0,9290000000.0,6405000000.0,2135000000.0,True
transferFrom,0x9110b4e3b4b29c5617ec907545c474131cef6854,0xed3cf5be9014cd5489a5319698f3a425fe779313,0,0,5920000000.0,6670000000.0,6670000000.0,8880000000.0,8880000000.0,False
transferFrom,0xcc05995ddc0aedf238008b36c70eb0dddfd7705d,0x0be65ff16241c278946547204ad43495476d5160,0,0,7440000000.0,6750000000.0,6750000000.0,11160000000.0,11160000000.0,False
transferFrom,0xfebc00a7e24de64be59f3a370545557d7df79913,0xf3f46f748e6a9f867a55c37e42f53ee4350ebee6,0,0,7240000000.0,6500000000.0,6500000000.0,10860000000.0,10860000000.0,False
approve,0x89de7889b4a61a621e04cb4aa40497db3a969973,0xa53d41d8d6c80371f54e2bcbcf032bce5c7dc97d,3940000000.0,0,0,5600000000.0,9540000000.0,5910000000.0,5910000000.0,True
transferFrom,0x1a9217354d21caad66d9ef49eb8cb57821f7d480,0x59e785df550f012b28b46004759315edf76e3fd2,0,0,140000000.0,8340000000.0,8200000000.0,210000000.0,70000000.0,True
transfer,0x133f58117a709907b5cd3eab21a56ebb868fb2f9,0x21e6e7760545d1ed0e47701f26cffb7b73509534,0,1690000000.0,0,6570000000.0,6570000000.0,2535000000.0,845000000.0,True
transferFrom,0x04d7d9db9c5cc949632e0ff7761ea587f85f642f,0x5b9b63a02eb180f65cb3da4eb8be6329721689dc,0,0,5340000000.0,6040000000.0,700000000.0,8010000000.0,2670000000.0,True
transferFrom,0x59ce017f59d60f7151fc96141e45cf8801bc60eb,0x00b3c425e9c9b4e19c957810fc80633409353ff8,0,0,5480000000.0,7680000000.0,2200000000.0,8220000000.0,2740000000.0,True
approve,0x42a2182ee747911ebe245e35b9eeb0dae0a243e7,0x339ed68be3bcc38dd8e64e89610ccbf74788974a,4460000000.0,0,0,9710000000.0,14170000000.0,6690000000.0,6690000000.0,True
transferFrom,0x7993bd6964d576305a16347b8c4c3308e056a8b4,0xc47d8389667d601e74985206ebf185673890382f,0,0,1770000000.0,6840000000.0,5070000000.0,2655000000.0,885000000.0,True
transferFrom,0x3baf49186fb5e7b310f64748b494212e689500b5,0x61831885989e512b0264252b453772f8ebc0814c,0,0,260000000.0,6240000000.0,5980000000.0,390000000.0,130000000.0,True
transferFrom,0xafe747dee483f93d48eac565842b19cdc2e1d505,0x0e73631b67c1aa2edba8d9dd96e37624cb5cce3b,0,0,6000000000.0,9260000000.0,3260000000.0,9000000000.0,3000000000.0,True
transferFrom,0x15727d6e45e7d87fdd9eeb54cd2222ba5f136354,0xabbbb6e1bd9f94c90f1ea509691fe69b0e62b31b,0,0,9140000000.0,9090000000.0,9090000000.0,13710000000.0,13710000000.0,False
transfer,0xb046bb05e4eac87e0a24674f5841f753f5b63918,0x0aff9c5df33f393a89a91a2cfcbd43dd587afdaa,0,9640000000.0,0,9010000000.0,9010000000.0,14460000000.0,14460000000.0,True
transferFrom,0x3fe4c6b44934420ec91292ef44d6de83148c9b76,0xfe07d5f9ecaba078594b69572354eaf8f675574f,0,0,6260000000.0,5420000000.0,5420000000.0,9390000000.0,9390000000.0,False
transferFrom,0x214c9d98b9901d0c681052e390112191dccbb74d,0x5fce5db17adc5f0955d8aaa23171bf81ab38b9f6,0,0,6530000000.0,8770000000.0,2240000000.0,9795000000.0,3265000000.0,True
approve,0xb4f714212e97ce876247c263d1893cb2be9b1f3b,0x831249f4acf6eddeada31689cc8534245045b2a2,7140000000.0,0,0,7140000000.0,14280000000.0,10710000000.0,10710000000.0,True
transfer,0xaad361a6362a11696aa45688f9a8b4fb4e9935a1,0x58b572f9c20a25288edf18dc278ebb527b1805b4,0,6810000000.0,0,6390000000.0,6390000000.0,10215000000.0,3405000000.0,True
approve,0x5ccde7a9614a1a644b9a7f008a59d53b236f1e6b,0x0d8eea458d7ea662165bd0562e23f9268e9d24e4,2590000000.0,0,0,8140000000.0,10730000000.0,3885000000.0,3885000000.0,True
transfer,0x966577cf3d3704d83a92805a09a5b0bb17d8b980,0x66dba53ccd5f2d803882940281cabd43e1c94cda,0,1560000000.0,0,6790000000.0,6790000000.0,2340000000.0,780000000.0,True
transfer,0xb9fc3c3340b21ddc3707dd8454e764e28c56d69e,0x964227ab635428355ea53183155a021b4e6ef8ad,0,2570000000.0,0,8410000000.0,8410000000.0,3855000000.0,1285000000.0,True
transferFrom,0xfc03636a9ea5056e14eb818378266916337d745c,0x5753df5a40dbd422969e06c2de053fee1d2179f7,0,0,2440000000.0,8130000000.0,5690000000.0,3660000000.0,1220000000.0,True
transfer,0x91355a7d42086d9e97afe83d5dd933379e6f93aa,0x49150569d48ab8acbeb0fae056e13f7e1a2affa5,0,7970000000.0,0,6870000000.0,6870000000.0,11955000000.0,3985000000.0,True
approve,0x3aaa5096d4b50c2bae1400764722dd96da1d42d2,0x76cee14d07acaad0e67aa7e43c7099c6a4f49bf7,4730000000.0,0,0,6140000000.0,10870000000.0,7095000000.0,7095000000.0,True
approve,0x11e4f5091b930a1ed23bbbc4ec74a52a4dac48d6,0xa7481020f8588fcefa09fd3b3e84f78c78fb23d9,4740000000.0,0,0,7900000000.0,12640000000.0,7110000000.0,7110000000.0,True
transferFrom,0x2edd7b07badbbf7009e77477383d07dfda3cdc21,0x944f31c805652e682b31b688bfc7222027ee9b19,0,0,9750000000.0,7040000000.0,7040000000.0,14625000000.0,14625000000.0,False
approve,0x0bb0bcfb886cb7c5bcc3c4ff20f25fd23573c08d,0x1c3f25fdad9015eabd45924c5fc2a8cad8153f8a,4140000000.0,0,0,6050000000.0,10190000000.0,6210000000.0,6210000000.0,True
transfer,0x42826720543bd991c1879dfb7e99da9ceae00aa9,0x23a1e25c2c65cb1f182d82222646e56141797b6f,0,660000000.0,0,6040000000.0,6040000000.0,990000000.0,330000000.0,True
approve,0x34e8b0835ca315fe7d8b394f87af3d66732c0a73,0x7ffdce49c2ae17e447bf73681d56b1a957ff259f,4330000000.0,0,0,8140000000.0,12470000000.0,6495000000.0,6495000000.0,True
transferFrom,0xcf41b8ffbe69b533e3e9845f7312f9b6d495cf73,0x6b05a747a68a2c3d17a6c1bbbcb5fedfa0629063,0,0,130000000.0,9860000000.0,9730000000.0,195000000.0,65000000.0,True
transferFrom,0xe92cfdcf75c77acb43e5a65289bdf0cc0922f336,0xa835c9f751fff5ab1ea3af29af77a77cc085eb69,0,0,8437000000.0,6490000000.0,6490000000.0,2115000000.0,2115000000.0,False
approve,0x70528eae7a09d420ded134c64c2f999714a7c826,0x0929123ede88a1b4484e65836ffa5e16e611546d,5510000000.0,0,0,5640000000.0,11150000000.0,8265000000.0,8265000000.0,True
transfer,0xf36ca64bf5a152d534decda6af5c821857248aa1,0xad6ad4fd6076cc4999dfe3af1d7cc1ec6cfb4f12,0,5450000000.0,0,8950000000.0,8950000000.0,8175000000.0,2725000000.0,True
transferFrom,0x61446c8dbade5fa5c068026b86c7992c5a404a49,0x67311eccd36d9a59169caf9ebaf2bf21a8bbbc3c,0,0,6550000000.0,5590000000.0,5590000000.0,9825000000.0,9825000000.0,False
transferFrom,0x7fd52e6c9c22eeea9982657dded3ca203bbebfe7,0x337c8d7e015fe080c67cfe7a5f110351970d0a4d,0,0,6560000000.0,5920000000.0,5920000000.0,9840000000.0,9840000000.0,False
approve,0xc3ce15ef443ee9b8a84edb054630a755e50e6821,0x0e26c1ec1eb1e99be3f5f12629e4393c7ddebc23,9260000000.0,0,0,8000000000.0,17260000000.0,13890000000.0,13890000000.0,True
transferFrom,0x18a03115ff252800437299657dd6ed01be3c0e39,0x5761ebe19f503d27dcf0caa7de8cb6407ed7f596,0,0,4690000000.0,8230000000.0,3540000000.0,7035000000.0,2345000000.0,True
approve,0xfe05111593bc64b7c8831065e92a287d981ea62e,0x943006da542701784be4767a14ea256361e19655,8150000000.0,0,0,8280000000.0,16430000000.0,12225000000.0,12225000000.0,True
transferFrom,0x0b47739d1a0e5edc61b1b7f7ffd75002f3452ab1,0x72f02399d6e493b97a42437d289d80715ac4cc74,0,0,1060000000.0,8090000000.0,7030000000.0,1590000000.0,530000000.0,True
transferFrom,0x02de2899d27af700c9308fc7f5d72c7cac5a3bf7,0x8cea28f601ccd446be256f987e7d1c773feb326c,0,0,7890000000.0,7890000000.0,0.0,11835000000.0,3945000000.0,True
transfer,0x5cc71785142638400739134ada716d85f5142e69,0xb0969e70b394ade939a5ca2ae46ea54712ec9253,0,4550000000.0,0,5870000000.0,5870000000.0,6825000000.0,2275000000.0,True
transfer,0xc07033ad182c43f6915da7b975102f33581d910a,0x85467daa2ea0b8ea59d8b53da955849b7b186571,0,8700000000.0,0,6420000000.0,6420000000.0,13050000000.0,4350000000.0,True
approve,0xc7405fd58ef0ce51c821a4e8a49b867702285b37,0x303d5d879b539c9f8ccd77e62d93b698dfad04a8,2660000000.0,0,0,5450000000.0,8110000000.0,3990000000.0,3990000000.0,True
transferFrom,0xb3f401c44a4f859dcf1d6ee0340a368752d28aed,0x9726a9bfd91fce9e489376591b992330ac01eab0,0,0,4930000000.0,7890000000.0,2960000000.0,7395000000.0,2465000000.0,True
transfer,0x0a541ea2b7ca4e800b980efc06809745318c2acf,0x240786035f9c0df4910b9b6fc1c82ab75120493c,0,1350000000.0,0,8010000000.0,8010000000.0,2025000000.0,675000000.0,True
transferFrom,0x805a16c76f0437398d1a86feae55d5e9479e5a53,0xde1db8b264673fab960c6b659ff75cb87bb67567,0,0,6360000000.0,6940000000.0,580000000.0,9540000000.0,3180000000.0,True
transferFrom,0x7f106a5ab110e4ccf57d7babc1cf95189d4c8f10,0x3fa0bee0b8b8f5d92b76a7370caea8eb168435b1,0,0,3900000000.0,6840000000.0,2940000000.0,5850000000.0,1950000000.0,True
approve,0x93da79951ae1747bbcb4e039564f88769d995779,0x339eb9e9c9651e19f1e33ad4cf62d6e30fbbacb1,2140000000.0,0,0,5670000000.0,7810000000.0,3210000000.0,3210000000.0,True
transfer,0xc374f5a1b222edee67a2d919548c3db5592ac052,0x5594b92579814b9c711bd5bfe0b7c87b04dd09aa,0,1320000000.0,0,9210000000.0,9210000000.0,1980000000.0,660000000.0,True
approve,0xaf9a2709fc54973a2290d1fe2fe9d8c6ac0f576b,0x2bca91c342e785790932390905ae9e6085514aeb,7720000000.0,0,0,7330000000.0,15050000000.0,11580000000.0,11580000000.0,True
transferFrom,0x4d4338adfb296a50645b5d784196bb427fdc130f,0x03c461a5212d8eca4420e5878f9ab6653d4b6e25,0,0,2440000000.0,6400000000.0,3960000000.0,3660000000.0,1220000000.0,True
transferFrom,0xaee01a3f086b5e8ce216cb0b48ad747f2fd74854,0x840cba913a5b8cacb279c38fcbad5c6a0811f6ca,0,0,790000000.0,9150000000.0,8360000000.0,1185000000.0,395000000.0,True
approve,0xaafc0aeefafa29996251229e868c63eba614cb84,0xc9b0ac1607e2e7ea6b4458c94ecb9574551a4448,7230000000.0,0,0,8740000000.0,15970000000.0,10845000000.0,10845000000.0,True
transfer,0x37d2cb7fa336f268df7be07fe83ee47df96c8d61,0xcc9c1653e2040ce6ec6df10879d57449050609b1,0,3270000000.0,0,8940000000.0,8940000000.0,4905000000.0,1635000000.0,True
transferFrom,0xf84cf483659a1ade196ab04d1b8c2763a5d69d83,0x247cad6f33af72dc84422036b829af4016a2ba74,0,0,6790000000.0,8560000000.0,1770000000.0,10185000000.0,3395000000.0,True
transfer,0x2e7315c874c320099b24367db2a164059ed86a49,0xed62acd066d0039f2b5101b62ab59960d7486e18,0,5990000000.0,0,9970000000.0,9970000000.0,8985000000.0,2995000000.0,True
approve,0x2cbf9ab841abb4e0c68cf5f730e9f17168d791d0,0x9dbf485cfddee275b6c4f23006977a59f1abc33b,9720000000.0,0,0,7850000000.0,17570000000.0,14580000000.0,14580000000.0,True
transferFrom,0x3021205e56a07a91667cd37e02a32cb2ef64634b,0xaf8898a3a3bf911a913e2d9e4288c636390bd5e0,0,0,1810000000.0,7730000000.0,5920000000.0,2715000000.0,905000000.0,True
transferFrom,0x6e2902e106891d0d2ae1750353904987c12762ee,0x666d6c1a35d8bb10a2fb7fe236f741da47345f4a,0,0,9990000000.0,5130000000.0,5130000000.0,14985000000.0,14985000000.0,False
approve,0xe308f4befc1eade7f1360843809b8561b3826e3c,0x099bae704b41dc6d015f86de77df34325484e93d,6960000000.0,0,0,6420000000.0,13380000000.0,10440000000.0,10440000000.0,True
transferFrom,0x703fa972b6fb2bd678d27dfe7aaf497dd5b9f42e,0xdce44dd013e3444f209acaf0d9b7fde9d897a6d5,0,0,4490000000.0,7330000000.0,2840000000.0,6735000000.0,2245000000.0,True
transfer,0xd0c4433c0b158bceec316b630981dbaa59a9d41c,0xfe3d7efb3ade7a3fbfc21a37b25cfab7caba13a1,0,2220000000.0,0,8740000000.0,8740000000.0,3330000000.0,1110000000.0,True
approve,0x31f0122299b1ffdb803bd50ce76a4bbe07ce7721,0xb93bf34c0c1cc5941fa43c5b26c190075a67b43c,2810000000.0,0,0,2810000000.0,5620000000.0,4215000000.0,4215000000.0,True
approve,0x79a490d78bfeb20a7b038e477a00c470c6780ede,0x7c63881c4aeaa8d8598ce8e95339f93be831f6d5,6970000000.0,0,0,7740000000.0,14710000000.0,10455000000.0,10455000000.0,True
transferFrom,0x227fc03c24571c6d5c2a13c7b63bf723e7c6f742,0x3ff0f89cfb7330435135a2fd14a9ac1a2e7e8e40,0,0,9054000000.0,5030000000.0,0,3510000000.0,-5544000000.0,True
approve,0x29557d56ad050336720995e86142fdbc9df0d88a,0xe481e7c935fe02054d3e3238984361e371a22b49,8280000000.0,0,0,7600000000.0,15880000000.0,12420000000.0,12420000000.0,True
transfer,0x7f411f8f93c9ec966505f2c3650e60026dc347cc,0x49d4bd22fe55a083bd62aaa98e00870e167ec3c1,0,950000000.0,0,9880000000.0,9880000000.0,1425000000.0,475000000.0,True
transferFrom,0x7f20e0878c533eff1f276de0bfab61be75c3c36e,0x60463837a1f2cc9d1acbd9bb49059c26450a9ced,0,0,560000000.0,6930000000.0,6370000000.0,840000000.0,280000000.0,True
approve,0x67160fd7c1391226d2bc5f87518f0a6b175261e8,0x02984c1af98456f1de6483cf56ddcf2ddd11d437,3620000000.0,0,0,7460000000.0,11080000000.0,5430000000.0,5430000000.0,True
transferFrom,0xdb67268da6cd7343eb9330e77afdb7e57032ab82,0x625b2acdfe84f25ea2b4faa75be5b62346cca21a,0,0,5230000000.0,7650000000.0,2420000000.0,7845000000.0,2615000000.0,True
approve,0x8ea8c4fdea5a30cbc14b5bfcc947210a23b184e9,0x06d26406ad631a63c3b586de9430a587ae23c5c6,7070000000.0,0,0,7000000000.0,14070000000.0,10605000000.0,10605000000.0,True
transfer,0x8e14120e2bf82468c3f8e504bad4c93d88f98f27,0xcd13cda63502a8079541331e7359f28953c229ae,0,6150000000.0,0,8700000000.0,8700000000.0,9225000000.0,3075000000.0,True
approve,0x32eed9b32f86562841034d477ececbbc44eed7c6,0x0829b2baa73b4c4d708daf3f4c826a04c7276057,8980000000.0,0,0,6590000000.0,15570000000.0,13470000000.0,13470000000.0,True
transfer,0x5036fed73a4a636e6f94213ebea0adfdc717aca6,0x9a9247b9e11f5385f52bb7f9e8199bb6a60e501e,0,2320000000.0,0,5380000000.0,5380000000.0,3480000000.0,1160000000.0,True
transferFrom,0xf7f822a69550f11ce2145673baa5baec0683302f,0x7fbdecbf7903a3212db021dfc5d960a20e476dba,0,0,3020000000.0,7410000000.0,4390000000.0,4530000000.0,1510000000.0,True
transferFrom,0x9c4e41e2fd6038268cb1e6898a15fc7097c2d009,0x82299440b5acf8f6782941c07cb5edafeda9d0dc,0,0,1580000000.0,9310000000.0,7730000000.0,2370000000.0,790000000.0,True
transferFrom,0x34e26b12c6a28781334c4e5451c37abd1dcd1210,0xc3920ce870ae3fb4896641dbebedb14a276d311a,0,0,9490000000.0,6030000000.0,6030000000.0,14235000000.0,14235000000.0,False
