type,sender,to,approveAmount,transferAmount,transferFromAmount,oldApproveState,newApproveState,oldBalanceState,newBalanceState,success
approve,0x6de80670b5e39f23e893d7324b31e05884532b67,0x3e02229f9a58a80a77ec84e72df0d627c3775814,5220000000.0,0,0,7290000000.0,12510000000.0,13750000000.0,13750000000.0,True
transfer,0x994008952f0d7a9e8d0be121e833464eac924a59,0x5008fca27862478b33925f7e287e1048ab3744f0,0,270000000.0,0,6960000000.0,6960000000.0,10420000000.0,10150000000.0,True
transferFrom,0x61ba6db7e9c9a6728ec67f19c91949ded9348223,0x0be9924c24fc0e02b70cd44f63b83ef32cde1022,0,0,3010000000.0,9100000000.0,6090000000.0,10120000000.0,7110000000.0,True
approve,0xdebd6478bea0df4dc1748ca518ef709f78e90495,0x9d2c79a6dce11a69d5f22cda9033a00e39719949,7110000000.0,0,0,9090000000.0,16200000000.0,9960000000.0,9960000000.0,True
approve,0xfa04ca4135f1a49298ce5a43bae54ed8381d4e94,0x06c2b8c45dcdd0ffc003536f2e1944d28b5211f7,2620000000.0,0,0,9610000000.0,12230000000.0,12550000000.0,12550000000.0,True
approve,0x74fa825b2e610f077938d58f4becc47c15a23aae,0x936245e76b3aa5595b11a8dbf6dfe5ff4ec0fdc9,3330000000.0,0,0,3330000000.0,6660000000.0,13820000000.0,13820000000.0,True
transfer,0x0d88b6b11131fe63e167461cdc223342c19a623f,0x62f924d7988d505ae926a34a86494e631bc81a83,0,1380000000.0,0,8080000000.0,8080000000.0,10360000000.0,8980000000.0,True
transfer,0x4c6c97cbd17e3ef37b2928e70378a872ce50595e,0x93bcedf3426c6c65adf9a9a393c807d80e8096d3,0,3920000000.0,0,9330000000.0,9330000000.0,8440000000.0,4520000000.0,True
transferFrom,0x9a9081dc4766b0ad01cf13f5b6ecea7dd5e8f862,0x3ea9f06eae0ceabbe5675ac206e6e729c6edee42,0,0,9630000000.0,6490000000.0,6490000000.0,10700000000.0,10700000000.0,False
transferFrom,0x8552a284502fa3184d47400963c769006d5c5f57,0x64eff2ea93ea811eae65dc008b4a10a2982c3a54,0,0,6590000000.0,9780000000.0,3190000000.0,8340000000.0,1750000000.0,True
approve,0x9deacc3ab43270ad031ee245b36803af9b2fcfe3,0x48a1a2e57f38a9cb6e9a76326ef1f9f339047ca6,840000000.0,0,0,8010000000.0,8850000000.0,11860000000.0,11860000000.0,True
approve,0x0f0d99c8705eea5fe2f4ce049510455b689ecd9a,0x5683518dbca8edef050c085b6632e7b5508f8b4c,6690000000.0,0,0,5720000000.0,12410000000.0,6010000000.0,6010000000.0,True
transfer,0x667b1522e91c64f35edcd385fe2e3d7234b1284b,0x30b15547192b45c45b85d2d54644b447c02cde64,0,5420000000.0,0,7330000000.0,7330000000.0,8010000000.0,2590000000.0,True
transferFrom,0xb461da9fdc085a25035884a873c6f46b65748e22,0x6c0fc87480cb3706e36304e48076835498a17e0c,0,0,1520000000.0,7750000000.0,6230000000.0,11370000000.0,9850000000.0,True
transfer,0xb7d0d2dc1191f6ee049593e2cfa5976dd247e6b9,0x671faca159a4b2d942cdb6014abe84ed3e9b6c89,0,2820000000.0,0,8980000000.0,8980000000.0,5950000000.0,3130000000.0,True
transferFrom,0x5a710649f2b51a2f13e92fbff5ae6787d53af9a6,0x42b602071c96bdfe687588a74dd93a0ab67a11af,0,0,7420000000.0,7310000000.0,7310000000.0,13160000000.0,13160000000.0,False
approve,0xa1169a443e6f05f27755af50cb31876b1900af9d,0xa66b32f636f48fbb2528a9aeea525a18ea83bcfa,5410000000.0,0,0,8720000000.0,14130000000.0,12300000000.0,12300000000.0,True
approve,0x131642a4e117d8008d8f657aca6c817ff991651b,0xa1a9a0ae2b182a9aff23382be88d324dbe4d5292,6570000000.0,0,0,7500000000.0,14070000000.0,12540000000.0,12540000000.0,True
transferFrom,0x7a748ad70f77aef4601c17c56592cdeace08357d,0x2f2ba36c61d389943a19f9070dafe8f1f373f107,0,0,400000000.0,7160000000.0,6760000000.0,6050000000.0,5650000000.0,True
approve,0x940718d931b89f65274d5a6aee86c5c1e6f6faed,0x20fea67c1c7cd2e8fac9e733a9ce9e941f02e8d1,3990000000.0,0,0,9740000000.0,13730000000.0,6290000000.0,6290000000.0,True
transfer,0x5f87280b89c61d9f72d0f89dd214f6867673310a,0x72bfca23355b902b559e88fa2b03f77d3a537fab,0,380000000.0,0,7420000000.0,7420000000.0,14920000000.0,14540000000.0,True
transferFrom,0xe441587e32f2ddbeba93b8145691aad6d3486da5,0x6833bb5b793682f964c1dd252f4e94914c42be45,0,0,4310000000.0,8950000000.0,4640000000.0,9770000000.0,5460000000.0,True
approve,0xea19e9d03a921564e5a794935998ed22446f7054,0x7a69234138d297a22a0282168ba5262ec28f92d9,4060000000.0,0,0,6220000000.0,10280000000.0,7580000000.0,7580000000.0,True
approve,0xa2edcb69704a6f9b393720cb9f4c4f55d478a591,0x7c52c8418340bba88f1961ab6fdb00a75c8ba31c,9300000000.0,0,0,6720000000.0,16020000000.0,13440000000.0,13440000000.0,True
approve,0xf78b2054817730d5f268682e050aea5b41618c1b,0x269ea8d0ec251ea1fdaa07a63843a52625fb762d,5480000000.0,0,0,6850000000.0,12330000000.0,13850000000.0,13850000000.0,True
approve,0x1fedc06cd3d9e908eb7f2787e43cef93c20e0156,0x211d43c19ec943389e84e8945d80bce6e26ab011,2080000000.0,0,0,5260000000.0,7340000000.0,8030000000.0,8030000000.0,True
approve,0xf58f97a21953d6bc9149c70d775c0162092a5fe9,0x1d6cd480337209c696180a569c3cfc41d6a34116,7370000000.0,0,0,7210000000.0,14580000000.0,7120000000.0,7120000000.0,True
approve,0xe7a833c88c2e110ca0db96f35ed65e3e57096b89,0x44c77ad17e02521ea03a38ccf00bb0a63191d337,3740000000.0,0,0,9970000000.0,13710000000.0,9150000000.0,9150000000.0,True
transfer,0xf99fead04167c671eaa23c56ef1cd81c77f5d859,0xb7079dbd5bbe9f80ea141bb4a9f72cc5ad160bb9,0,7290000000.0,0,7290000000.0,7290000000.0,14330000000.0,7040000000.0,True
approve,0x7624901f7cc8dce4d8c7aa0238e817b6c07f16fa,0xa4beed6e1e3b084239b68966bfd876692bf4f3e0,2500000000.0,0,0,6910000000.0,9410000000.0,5530000000.0,5530000000.0,True
transferFrom,0xfe68f63586d3dfa4849ebfef4631e24702dc04da,0xe5c4ddd3d82c3b67acdd18adb4c80f73217a4792,0,0,6010000000.0,7070000000.0,1060000000.0,12210000000.0,6200000000.0,True
transfer,0x60638bed9bcc322b1f90063d4f77d7c51fb04904,0x07d61bccddc997c50d4ec966111c79f75e1dcef7,0,1000000000.0,0,6270000000.0,6270000000.0,10650000000.0,9650000000.0,True
transferFrom,0xd7e82bb24b4b549043ff416f9d565b963665a72d,0xeea51ffbcab0d4cc70f112e9333df7b886f37613,0,0,1020000000.0,8350000000.0,7330000000.0,5730000000.0,4710000000.0,True
approve,0x40255f656ffc751e6cea212c8b707d6d0e7c93cb,0xa6edeabc80f40f19d691001290ca0de2131383e1,4400000000.0,0,0,8380000000.0,12780000000.0,8890000000.0,8890000000.0,True
transferFrom,0xfeebd8ec7d3fda7d6f623dbf2bf59a436cccc44a,0x13c5137380a34f4316ce8e06bb7246058fd50b8e,0,0,800000000.0,9200000000.0,8400000000.0,12740000000.0,11940000000.0,True
transferFrom,0x5d6b7247371f8d994d258f78197ad6ac2f8cc076,0x4e5e0658c0788e9d49379f222750c4427310eb51,0,0,5840000000.0,8410000000.0,2570000000.0,6620000000.0,780000000.0,True
transferFrom,0xe60a910780cefb0c80815f551869e5c2e9f17fa5,0x4dedbab782a1760d23e9d45c5097c4e002d9a006,0,0,620000000.0,7440000000.0,6820000000.0,8260000000.0,7640000000.0,True
approve,0x213a56b271de60c64e398f1961dacd6d7f73ddeb,0x106769ec3b17bc959b8dc1e067009d1097b33e8e,1340000000.0,0,0,9050000000.0,10390000000.0,8280000000.0,8280000000.0,True
transfer,0x96493dbdc684e656fa1fe3809e6613faa1afea3c,0x8b8548b35f4d53f0960d0e777d2002a4d19735be,0,8230000000.0,0,6890000000.0,6890000000.0,14060000000.0,5830000000.0,True
transferFrom,0x3599241cc134de62af6338b277b4ce464b78867d,0x28b0fe506aa5d6b59bef011bb15a4a9ca59c15cc,0,0,6820000000.0,6700000000.0,6700000000.0,9690000000.0,9690000000.0,False
transfer,0xc59a023a24c8011bd4e4b601492e181c980f8692,0x079cc41cee0ac8d1ec43ef1bc8856e123d4f942d,0,1780000000.0,0,7120000000.0,7120000000.0,7030000000.0,5250000000.0,True
transferFrom,0x07585b69b75af6fd190d311ce1c0edf43de8867a,0x80df1a62794a560f005fe1df2b6055dcccdd8b74,0,0,3440000000.0,8310000000.0,4870000000.0,14290000000.0,10850000000.0,True
transfer,0x5d95f605bc0c6bc4d2758c84c0cf29891bd94157,0xb9524c86590289b26640b5db9450d874bcf7db48,0,3900000000.0,0,6530000000.0,6530000000.0,8910000000.0,5010000000.0,True
approve,0x1fdd7ebe2a18b053f09a213c1b04c59bc605ba2f,0x9936641e9dfe18a23b39c4949910bb97d8480665,50000000.0,0,0,9650000000.0,9700000000.0,8320000000.0,8320000000.0,True
transferFrom,0x88b2cc1d8e402b4c81131fe655657cdd2d065cf1,0x0976ceeaf9570176b53da357e7a1da3ab5acb33b,0,0,9180000000.0,6800000000.0,6800000000.0,7610000000.0,7610000000.0,False
transfer,0x1fce1dc179e05e966105fca829f9497e44085147,0x5d33ba3fcb859a3fc4da7698b30f9ec9dfd0654f,0,8810000000.0,0,8870000000.0,8870000000.0,12900000000.0,4090000000.0,True
transferFrom,0xd7bbb8c488a2a91a4e576eace020102d4af7e0e4,0xb466d8460e198dd180ee124ebc0487fbb0c85dc5,0,0,8220000000.0,7120000000.0,7120000000.0,12990000000.0,12990000000.0,False
approve,0x21f2747e5c43d327c089193a8ee343293aafca13,0x4f847dbdd9b01a7d44693d319fe91f535b629c5b,2890000000.0,0,0,9720000000.0,12610000000.0,8010000000.0,8010000000.0,True
transfer,0x1f42a94dfc34be1329a2881797f51812e0307c2d,0x340ca670eec334dd1b2fbddcd7fd89302154f19b,0,2860000000.0,0,6990000000.0,6990000000.0,8490000000.0,5630000000.0,True
transfer,0x76964a89e1975d702a0c3a969c0b93a02c6d7651,0xc3522d236360fbf562e5dd16606f818aad3269ac,0,1880000000.0,0,9780000000.0,9780000000.0,12240000000.0,10360000000.0,True
transferFrom,0x52c35e90b2718c62dc16cceeae6ac295caf82306,0xa9257184b45f843138e9ffad1ee3972bf048fe4a,0,0,6940000000.0,8950000000.0,2010000000.0,11640000000.0,4700000000.0,True
transferFrom,0xb6a8919ab81a6ce2d8bb186e15e64624b6d5fa95,0xbcd9959c25ac70f4e4204b7e4937fae5aa61f092,0,0,1080000000.0,1080000000.0,0.0,7490000000.0,6410000000.0,True
approve,0x82860e968d837139c30d4000823746bef321958e,0xae8e9df33e9bf8a540e97f4e52ae617284557731,790000000.0,0,0,6160000000.0,6950000000.0,5340000000.0,5340000000.0,True
transfer,0xcec11174cb2886d5f0997ecd07bf49e1733b183f,0x435b0ad012016b4ce2a802bc722b68ee9b633ab2,0,5570000000.0,0,7760000000.0,7760000000.0,11520000000.0,5950000000.0,True
transferFrom,0x5a9bfe18611eb141143d0bc53bba047a4a341945,0xb919cbf3f5d8b29980a6837af05ef62bf97f8e84,0,0,5260000000.0,9450000000.0,4190000000.0,13770000000.0,8510000000.0,True
transferFrom,0xb1115a34bb6733f10c372990d16cf3533a583af0,0xcff13a328e288ed9e5a383c92dc53f389eb13776,0,0,7570000000.0,9600000000.0,2030000000.0,8290000000.0,720000000.0,True
transferFrom,0xcabe5c43d4139b11f255364e13348540d1e09ec9,0xf68fadf29b265e77a1b43835af3dc88f1970742e,0,0,1730000000.0,9050000000.0,7320000000.0,13570000000.0,11840000000.0,True
approve,0xad62040cd5893717eb045837b3ea9cf2b41e3465,0x78796dc61afbd7ee98124d91d4c0eeabd9cd3673,5390000000.0,0,0,5430000000.0,10820000000.0,14770000000.0,14770000000.0,True
approve,0xd201802078220e160fdd3fb443b260bf6d48dfc2,0xd918b8352c30cae9c430f9543f57e45492c3aa68,7240000000.0,0,0,6780000000.0,14020000000.0,5900000000.0,5900000000.0,True
approve,0xbc79cbac61e3de9ef2b96de1f9c1139688d3e675,0x1935fb83e1c56a700a82010032a8745cb6fa4177,5070000000.0,0,0,8640000000.0,13710000000.0,12290000000.0,12290000000.0,True
approve,0xc6a69493beff4268dc186ea1a94089b1ecac7fc5,0x039e527d8cd9ffd6f3eeae5e12080847fb5b7852,5200000000.0,0,0,7250000000.0,12450000000.0,10750000000.0,10750000000.0,True
transferFrom,0xa7607840bb77856379e11f6c9ea2f0c6c40f9b1f,0x662f308a0529be6041197a8ff28ed251d6850610,0,0,1470000000.0,6030000000.0,4560000000.0,9110000000.0,7640000000.0,True
transferFrom,0x02d7a5711f2362570f67332b3c5066b724507597,0x1a36001ea1d27f034de58f76b96ec031c92cdb27,0,0,1580000000.0,8870000000.0,7290000000.0,8830000000.0,7250000000.0,True
transferFrom,0x09a46cd5a27276af50506c202c5ea7173d325490,0x9c7fc58924b20efccc93618c0fa115918fd31a0d,0,0,7320000000.0,6220000000.0,6220000000.0,10730000000.0,10730000000.0,False
approve,0x2bb4ea764ad4f13f6afe6cb1d87ea2d908a660d7,0x3ef605e7ccb9bfb62b81ddd2e3071a107ba7e7a2,1850000000.0,0,0,6150000000.0,8000000000.0,10120000000.0,10120000000.0,True
approve,0xae7d3eb0c5a2ba7ef0d25a63cf3c701cfce03ed3,0x6f6ce4bdf35de919269e9b49f2f2130b729c17ec,4700000000.0,0,0,6970000000.0,11670000000.0,7580000000.0,7580000000.0,True
transfer,0xdd2bcd047f5d916b546d70f98a35b7189323cd93,0xf2f4904f3c8975288475033753f2dde84a291ea1,0,1900000000.0,0,5980000000.0,5980000000.0,7510000000.0,5610000000.0,True
approve,0x11559c49c505473568f75e00d1637815f78778cc,0xfdc7eb66646a51ac74930a21b8bdac6551c44f29,8180000000.0,0,0,5460000000.0,13640000000.0,12360000000.0,12360000000.0,True
transfer,0xfc44e15fcb07efc1e6eb42675bc4789a1f16cdad,0x0aee31375c4787ac558a2afc9e2e71d148f42c4a,0,4910000000.0,0,6850000000.0,6850000000.0,6110000000.0,1200000000.0,True
approve,0x3288d0f30304c38b285bd1a7deefaf5199cc13bb,0xec5032f9e4c849b69edefc517fd879e3d060dc6b,9390000000.0,0,0,9680000000.0,19070000000.0,7830000000.0,7830000000.0,True
approve,0xbd5ed34dde0bec4e1a7363b136064e00d7b963db,0xa6a28d87acd7b08956a46e2445b773f8afbf1e6e,6500000000.0,0,0,9510000000.0,16010000000.0,7200000000.0,7200000000.0,True
approve,0xf9086b7a1f957f8399227fc6493c3b847849983c,0x00b00c1574dd6271a57ca52ed70f89df3400e4b7,20000000.0,0,0,8820000000.0,8840000000.0,10720000000.0,10720000000.0,True
transferFrom,0xfecb572a8c326c899bc91540229214f15219415a,0xea11c17fe06a190236d1282fd577a99ad9865993,0,0,5450000000.0,9400000000.0,3950000000.0,6400000000.0,950000000.0,True
transfer,0x522413395a1e2b8d52481740480c7a1b7758a8ab,0xe55dedec4d5bb28c684ff04adb28769fa980e6cf,0,4590000000.0,0,9590000000.0,9590000000.0,12070000000.0,7480000000.0,True
transfer,0xdab17d1dc25de62d1699003c7a97ae20a7610fa4,0x48173261daadab9af993042396c89a2e9c69b1ca,0,8690000000.0,0,8690000000.0,8690000000.0,9980000000.0,1290000000.0,True
transfer,0x75e2787b376b7ad84ac89635b325847633f5192f,0x5f2ca2fa0f6440f88c8ed82db80e60d1c73ace93,0,9320000000.0,0,5300000000.0,5300000000.0,7990000000.0,7990000000.0,True
transferFrom,0xd7ba0a56d8133705d54b138d96d41aaf43949cac,0xecbbd85f347768f0d37cffbc086a97e666de19f3,0,0,5800000000.0,7660000000.0,1860000000.0,14920000000.0,9120000000.0,True
transferFrom,0xa413ba24d3ee80b0b96f4f6b6aab710ca611e493,0x30511afec2652c09e3e5ffff00401bcc4d5cf080,0,0,6270000000.0,5410000000.0,5410000000.0,14070000000.0,14070000000.0,False
approve,0x5ff0086c9857f31820884d8d0d0c9c1edef9bf82,0x9396803b19f8976ceac55adaef7cf748b3a0b156,5520000000.0,0,0,6020000000.0,11540000000.0,14050000000.0,14050000000.0,True
approve,0x749a665a42d6e80c364d5601934c5d574ff94507,0xe0f716be0e400193fe0fb43e9b7cee62b3de5025,5450000000.0,0,0,9400000000.0,14850000000.0,9470000000.0,9470000000.0,True
approve,0x49dbd9d923f01191b5c0f7f9442ec2c33497b75e,0x60c4263bb1cbf7316a02f92be0b82f9a07f5dde4,2170000000.0,0,0,8880000000.0,11050000000.0,13900000000.0,13900000000.0,True
transferFrom,0x416af6791c5c20d3287858952e6a71ebdb50ac1d,0xeb49c61378adb57ea485c74ffad0d06e3e29cbca,0,0,5830000000.0,9720000000.0,9720000000.0,5440000000.0,5440000000.0,False
approve,0x73674a97d4b53c3de1441f20d10520432bd514d7,0x886f09b6b96ad6da715254c478abe5747cc299ed,4670000000.0,0,0,5870000000.0,10540000000.0,7980000000.0,7980000000.0,True
approve,0xe845b3e560b877ba299fd7ba6690b6931a7310ef,0x0561c7666b10af794498cb1a56dbd7693801d3ad,10000000.0,0,0,9410000000.0,9420000000.0,12000000000.0,12000000000.0,True
transfer,0x8ea71e8ecb92e812b1cedf3ef654719563ec553a,0xf7d2756c4ae0ab1497e15ab8d05c326c241a7bd0,0,4530000000.0,0,5000000000.0,5000000000.0,13180000000.0,8650000000.0,True
transferFrom,0xbbd4ff99d989e35eb8dae5bd59da9d875970bd3d,0xb9337b1d0cd9d30788efe68d9d250873baf26eba,0,0,5800000000.0,9880000000.0,4080000000.0,13020000000.0,7220000000.0,True
transferFrom,0xd13850f099d7431fe51a46c40f22d929c7a26435,0xae857448fe83ed96fdf941e0996155a08c441351,0,0,2190000000.0,5440000000.0,3250000000.0,6330000000.0,4140000000.0,True
transfer,0x67ba95a31a544e264991312cacca80a4dfd7b054,0xfc58f58693877aae31a07021424092b9f07229f5,0,9610000000.0,0,5770000000.0,5770000000.0,5050000000.0,5050000000.0,True
transfer,0x63b7613e524e50666a3051b5756f8fd837af587b,0xf55b33d829377a31a485fb7793d9434b2b4f1d16,0,4680000000.0,0,7830000000.0,7830000000.0,11600000000.0,6920000000.0,True
transfer,0xd2fa1ad69182655ebf39e9b6503509421f21eb2b,0x571d7fdcb913e4627e6fc7c6d3f9bacc8c198b7f,0,8590000000.0,0,9600000000.0,9600000000.0,5380000000.0,5380000000.0,True
transfer,0xe4bf3fad2f371820aa0e762b5360b3a4dfb8cc29,0xc8d71647a6724d25aa6add257f29384f1a4d4a25,0,1170000000.0,0,9310000000.0,9310000000.0,14380000000.0,13210000000.0,True
approve,0xfe3b90e7774b7da0a8959fc0b78769425448d8c5,0xba56d571fcb3db27c96f010dd3cbee41bfd0670f,3130000000.0,0,0,6210000000.0,9340000000.0,8550000000.0,8550000000.0,True
transfer,0xbba0c06e2fb205f6c4b7b188ec7dec7a45ee37ac,0xa844d48244a8eb86bdddaa7da5d48fd878c03c53,0,4710000000.0,0,5400000000.0,5400000000.0,13660000000.0,8950000000.0,True
transferFrom,0xbbacc8725c516852eb69d18675d4d935bf136617,0x0722642c70cd350f97f8f3c554d6e0b231a22d1e,0,0,5860000000.0,8280000000.0,2420000000.0,5900000000.0,40000000.0,True
approve,0x3e3658fdc213118158eaefe68499aa0ac26cabb9,0x3a8f4646514192c09236ad63e7a3e4c3cbe4cb1d,2130000000.0,0,0,8260000000.0,10390000000.0,13550000000.0,13550000000.0,True
transfer,0x95e5fdda10804c0e88d25f1f951f18e79b86c7bf,0x13894e36c4915f4916d47544fd07e75935391620,0,7850000000.0,0,5570000000.0,5570000000.0,5070000000.0,5070000000.0,True
transfer,0x1328c3c3d45e8e259a6f200a0e31a71ed0c78633,0x3761308e2c7b891f46edca06da1bd4a2a4f77606,0,1420000000.0,0,9280000000.0,9280000000.0,6830000000.0,5410000000.0,True
approve,0x65c8fdf8e7c04b39f2d4dbc097f5432439e9f4a9,0x7fb30710bd8effc3ab4a806ba92bee4d911c3fcd,4770000000.0,0,0,4770000000.0,9540000000.0,9340000000.0,9340000000.0,True
approve,0x7cb8d4985c3bbe57ce4e8d911103c3d5040ebd96,0xc8167e8b106b076a54bf88f1752a667e1165a8e0,2840000000.0,0,0,8720000000.0,11560000000.0,11500000000.0,11500000000.0,True
approve,0xe6ca805479628bbc623d073bf092390cb87253ec,0xcd40dd9ac90ab57c2539f627c20076a51d22dd93,8160000000.0,0,0,7150000000.0,15310000000.0,9670000000.0,9670000000.0,True
transfer,0x5c5cab7f22fe64aeb1739b103370dc90fdb4c066,0x4beb6aac2fbe03f910fc02010f2e558084aa1f81,0,2560000000.0,0,6650000000.0,6650000000.0,12790000000.0,10230000000.0,True
approve,0xdf1323348bf3dab577c956b38f12317429624905,0xb6af481d1bb8f86d475a3fa896ce5de840186250,8640000000.0,0,0,9690000000.0,18330000000.0,7700000000.0,7700000000.0,True
transfer,0x0aee5d2e826735f4a87c9065601934d199b25af1,0x5a72c70322d9131dc93fc2e81d7c24defc078bd6,0,4990000000.0,0,9650000000.0,9650000000.0,5270000000.0,280000000.0,True
transferFrom,0x83ffbc817fd4a915d63b820d76ad61ee03cd78d0,0x7dffd30a1258174d7b1d8f4fb2d8f105748e8e19,0,0,4250000000.0,5970000000.0,1720000000.0,5650000000.0,1400000000.0,True
transferFrom,0x2bb9b8c072c85c05fc8f9b434367921749bddddf,0x0177e8ebf604b470e03563f130de5fcf16a5391c,0,0,7920000000.0,9250000000.0,1330000000.0,10210000000.0,2290000000.0,True
transferFrom,0xbf02f70b6f54153c0547f893b8723e57d9655033,0xcc3105cdb02b9ca56ad13b0621f0edee8433ffa2,0,0,5830000000.0,9260000000.0,3430000000.0,6700000000.0,870000000.0,True
transfer,0xe805a06660aec7ad78257d267c5069384a05a893,0xb3821757c968a2521127e4ab27f8914135e8c69f,0,2050000000.0,0,8320000000.0,8320000000.0,5240000000.0,3190000000.0,True
transferFrom,0xdcd5f53102ecb236c1569140003f7d296fa8a8c1,0x0f0bb166e2a561f65ff622e14b3ba0284ee4afab,0,0,9800000000.0,9730000000.0,9730000000.0,6350000000.0,6350000000.0,False
transferFrom,0x46be4b6b1de29813395e712747fdca1ff1e55b4d,0x38a11e1bc9c2520abf2375dcbded4a1b0ccba3ca,0,0,8800000000.0,5430000000.0,5430000000.0,13690000000.0,13690000000.0,False
approve,0xcff137a4bbc0a2e2713023f19e11d1dece37da53,0x50e7c1a789735e8ad7dc220944d05a33519c7dc4,7700000000.0,0,0,6780000000.0,14480000000.0,6680000000.0,6680000000.0,True
approve,0x3556e9aefe9e6de34c537c87193fba24e59795f7,0x50bf36cc517a11327ed18162c6b8303b6ede04c0,4270000000.0,0,0,8730000000.0,13000000000.0,10370000000.0,10370000000.0,True
transfer,0xaf8b8f14214428ba3d81a077bf6d84a49f1e115e,0xa4832f501aa038e58c95cb69780248d2ac394707,0,1170000000.0,0,7930000000.0,7930000000.0,13960000000.0,12790000000.0,True
transferFrom,0x7d690167c2d67d393e0a02f39f9400ada5c8ec03,0xeed3b9b67134e3e5ec3935cd8961f17358c71565,0,0,7000000000.0,9810000000.0,9810000000.0,6550000000.0,6550000000.0,False
approve,0x5791528d9f00516abef35b84ed29fca35727ff4d,0x8c881fdb027139377894aa7f8fe65089c8f50932,4910000000.0,0,0,7900000000.0,12810000000.0,7770000000.0,7770000000.0,True
transferFrom,0x6895f3417ecdb4756c122a46e331a8f317cd80e7,0xfe8fd0d353c61c05531e9d1bb66d15c4d0cacce9,0,0,1450000000.0,6510000000.0,5060000000.0,13940000000.0,12490000000.0,True
transfer,0xc700a01de0392dab7e7c3a86f4e077172a166f83,0xee719528460e00cb2178ab2fb407efc951ed11cd,0,1020000000.0,0,5330000000.0,5330000000.0,14060000000.0,13040000000.0,True
transfer,0x6270347fcd20166d5891edb20383e25eda0a2844,0xd7e889eaa8a47730d98a998a894eb7c74ef6f75c,0,5100000000.0,0,5390000000.0,5390000000.0,14810000000.0,9710000000.0,True
approve,0x02ad5257323ff19b410892fdd824e6d9cbbbfce0,0xae08a46ce9141a3a327944df553fcf9d648f34ca,1200000000.0,0,0,9560000000.0,10760000000.0,9010000000.0,9010000000.0,True
transfer,0x7e441f2168f499ed5cc69887c1434b9e816416f5,0x4d669be528e32b0594ca4ced0b4043a92b4805e0,0,9940000000.0,0,9750000000.0,9750000000.0,8340000000.0,8340000000.0,True
approve,0x2eff5a7fa88af95f044a75e09240df20532d5c01,0xfaf0b2515fbbc905c68f157bd4c986ea1d9d1bd6,7540000000.0,0,0,9990000000.0,17530000000.0,9470000000.0,9470000000.0,True
approve,0x1cc2eb4bc8d50c9e749d5cdd3765d2039767407e,0x16af8d4393c7c7775f2fe7d15767486bfc8983be,8310000000.0,0,0,8310000000.0,16620000000.0,8550000000.0,8550000000.0,True
transferFrom,0xf070cbffdd3884cbef6a6a691426ad92e8d84c75,0x3908c67b4b9938d381bd74b53d1284f675069786,0,0,5230000000.0,6220000000.0,990000000.0,10980000000.0,5750000000.0,True
transfer,0xd8fa2f8578068073d752a39458ae881cc1935526,0xfc950c06bfbc1cdf1fe9b3b777fd51a0ca100893,0,500000000.0,0,5520000000.0,5520000000.0,13720000000.0,13220000000.0,True
transfer,0x2d7130ad628a8503fb15cd4bc76af6a639867327,0x45c2bbea53a4296a24b732d400534662146fda6f,0,7380000000.0,0,8130000000.0,8130000000.0,7640000000.0,260000000.0,True
approve,0xead371e1129453b2bab99a2f8780a01b823e2df9,0x618fee4171ac91e761b731fbd0c7744d0a6a9f01,6960000000.0,0,0,6290000000.0,13250000000.0,13900000000.0,13900000000.0,True
transferFrom,0x21d634c554de8632d4036c779d67dd9e6999e039,0xe9f44739b9c7adcd461e94a80a1c31177c7861e0,0,0,2360000000.0,8160000000.0,5800000000.0,8120000000.0,5760000000.0,True
approve,0x9fa36d403aea1a530735979a852f70bb75eb476d,0x03f6700b786f53ae12749d382b705e9f36fc7862,3040000000.0,0,0,9830000000.0,12870000000.0,8940000000.0,8940000000.0,True
transfer,0x955b1698184a61560a986fb28333be2f6cd3c6f4,0xe8b3e06f007b7f8b14131ca7987bfe18ce6e1469,0,9740000000.0,0,7500000000.0,7500000000.0,12460000000.0,2720000000.0,True
approve,0x29828dfd7c1656d83e66bb88d53a4aeb6b10734c,0xc0fd291bf930af5f5a3e821217409b809fe0f8ed,900000000.0,0,0,6870000000.0,7770000000.0,8890000000.0,8890000000.0,True
approve,0xe4c7550f314b413c893221ecba4789992099e55a,0xb88382ed54c14f0871bea69cc3eb9398752623f6,8990000000.0,0,0,7830000000.0,16820000000.0,13030000000.0,13030000000.0,True
approve,0x2e95e74bbb8c4d42ee8e8cfe3f6cd58232dc4333,0xbb7d36cc98a07b198fea3bdce722700076290d71,2180000000.0,0,0,7710000000.0,9890000000.0,7090000000.0,7090000000.0,True
transfer,0x67fe8fb6a59c3cdafa68a938db6064e13e07096e,0x4211a5d72d6ec416950b1d69b551b030b31696b7,0,8760000000.0,0,5560000000.0,5560000000.0,9160000000.0,400000000.0,True
transfer,0xa7367d0c7fd930889868d7a08a0fd444b855b779,0x2e9693258e836637d55266dec54a390fbdc55177,0,9120000000.0,0,7050000000.0,7050000000.0,5700000000.0,5700000000.0,True
transferFrom,0xc679d9fbb5d8665a5582792efebe08c563878ecf,0x23692311311ba5dfa3a162f0cce0d069cabfa1a9,0,0,6290000000.0,9310000000.0,3020000000.0,10540000000.0,4250000000.0,True
approve,0x17b0bbd7a134b0370aa3c16346b9cc780e841ad6,0x6078a14c6bad849646edb381481195ea20e7ecb4,6790000000.0,0,0,8790000000.0,15580000000.0,9600000000.0,9600000000.0,True
